owner_login,path,pushed_at,ssh_url,project_url,default_branch
houyuan2,houyuan2/CS410CourseProject,2020-12-13 03:25:37,git@github.com:houyuan2/CS410CourseProject.git,https://github.com/houyuan2/CS410CourseProject,main
rnowak6,rnowak6/CourseProject,2020-12-15 03:47:27,git@github.com:rnowak6/CourseProject.git,https://github.com/rnowak6/CourseProject,main
oransum,oransum/CourseProject,2020-12-15 00:18:23,git@github.com:oransum/CourseProject.git,https://github.com/oransum/CourseProject,main
n3a9,n3a9/CourseProject,2020-12-13 16:23:24,git@github.com:n3a9/CourseProject.git,https://github.com/n3a9/CourseProject,main
jessehenn,jessehenn/CourseProject,2020-12-07 01:57:06,git@github.com:jessehenn/CourseProject.git,https://github.com/jessehenn/CourseProject,main
enaena633,enaena633/CourseProject,2020-12-13 17:07:45,git@github.com:enaena633/CourseProject.git,https://github.com/enaena633/CourseProject,main
raman162,raman162/UofICS410FinalProject,2020-12-14 02:33:54,git@github.com:raman162/UofICS410FinalProject.git,https://github.com/raman162/UofICS410FinalProject,main
gnsandeep,gnsandeep/CourseProject,2020-12-14 22:22:48,git@github.com:gnsandeep/CourseProject.git,https://github.com/gnsandeep/CourseProject,main
Wenfan1993,Wenfan1993/CourseProject,2020-12-13 22:01:13,git@github.com:Wenfan1993/CourseProject.git,https://github.com/Wenfan1993/CourseProject,main
theRocket,theRocket/CourseProject,2020-12-16 19:30:37,git@github.com:theRocket/CourseProject.git,https://github.com/theRocket/CourseProject,main
pebblespot,pebblespot/CourseProject,2020-12-14 04:46:09,git@github.com:pebblespot/CourseProject.git,https://github.com/pebblespot/CourseProject,main
AnantSharma18,AnantSharma18/CourseProject,2020-12-13 08:25:21,git@github.com:AnantSharma18/CourseProject.git,https://github.com/AnantSharma18/CourseProject,main
ElizWang,ElizWang/CourseProject,2020-12-11 07:39:13,git@github.com:ElizWang/CourseProject.git,https://github.com/ElizWang/CourseProject,main
bachman5,bachman5/CS410-BiasDetector,2020-12-16 01:15:05,git@github.com:bachman5/CS410-BiasDetector.git,https://github.com/bachman5/CS410-BiasDetector,main
rohankk2,rohankk2/Twitter-Recommendations-based-on-text,2020-12-14 02:23:51,git@github.com:rohankk2/Twitter-Recommendations-based-on-text.git,https://github.com/rohankk2/Twitter-Recommendations-based-on-text,main
nadiam2,nadiam2/CourseProject,2020-12-11 04:12:13,git@github.com:nadiam2/CourseProject.git,https://github.com/nadiam2/CourseProject,main
Finkoy,Finkoy/CourseProject,2020-12-13 20:45:48,git@github.com:Finkoy/CourseProject.git,https://github.com/Finkoy/CourseProject,main
surajbisht1809,surajbisht1809/CourseProject,2020-12-14 15:48:55,git@github.com:surajbisht1809/CourseProject.git,https://github.com/surajbisht1809/CourseProject,main
falobba2,falobba2/CourseProject,2020-10-18 00:13:21,git@github.com:falobba2/CourseProject.git,https://github.com/falobba2/CourseProject,main
czhu99,czhu99/CourseProject,2020-12-14 05:54:29,git@github.com:czhu99/CourseProject.git,https://github.com/czhu99/CourseProject,main
MLwithSandy,MLwithSandy/CourseProject,2020-12-13 17:37:43,git@github.com:MLwithSandy/CourseProject.git,https://github.com/MLwithSandy/CourseProject,main
cf16-uiuc,cf16-uiuc/CourseProject,2020-12-14 05:57:51,git@github.com:cf16-uiuc/CourseProject.git,https://github.com/cf16-uiuc/CourseProject,main
seuaciuc,seuaciuc/CourseProject,2020-12-14 01:02:39,git@github.com:seuaciuc/CourseProject.git,https://github.com/seuaciuc/CourseProject,main
Sembian2-CS410Fall2020,Sembian2-CS410Fall2020/CourseProject,2020-12-15 00:10:18,git@github.com:Sembian2-CS410Fall2020/CourseProject.git,https://github.com/Sembian2-CS410Fall2020/CourseProject,main
mkhanal2,mkhanal2/CourseProject,2020-12-12 14:46:07,git@github.com:mkhanal2/CourseProject.git,https://github.com/mkhanal2/CourseProject,main
mattzeeee,mattzeeee/TextInformationSystemsCourseProject,2020-12-13 17:02:09,git@github.com:mattzeeee/TextInformationSystemsCourseProject.git,https://github.com/mattzeeee/TextInformationSystemsCourseProject,main
seanlai12,seanlai12/CourseProject,2020-12-12 07:22:37,git@github.com:seanlai12/CourseProject.git,https://github.com/seanlai12/CourseProject,main
yil7,yil7/CourseProject,2020-12-13 23:18:57,git@github.com:yil7/CourseProject.git,https://github.com/yil7/CourseProject,main
yy228731,yy228731/CourseProject,2020-12-13 21:22:09,git@github.com:yy228731/CourseProject.git,https://github.com/yy228731/CourseProject,main
bo8b,bo8b/CourseProject,2020-12-14 01:57:28,git@github.com:bo8b/CourseProject.git,https://github.com/bo8b/CourseProject,main
purecod3,purecod3/CourseProject,2020-12-09 06:13:58,git@github.com:purecod3/CourseProject.git,https://github.com/purecod3/CourseProject,main
LeoGJC,LeoGJC/Movie-Sentiment-Analysis-Engine,2021-03-29 20:45:38,git@github.com:LeoGJC/Movie-Sentiment-Analysis-Engine.git,https://github.com/LeoGJC/Movie-Sentiment-Analysis-Engine,main
dixonliang,dixonliang/CS410CourseProject,2020-12-09 14:13:37,git@github.com:dixonliang/CS410CourseProject.git,https://github.com/dixonliang/CS410CourseProject,main
hpandeycodeit,hpandeycodeit/CourseProject,2020-12-14 15:30:55,git@github.com:hpandeycodeit/CourseProject.git,https://github.com/hpandeycodeit/CourseProject,main
97agupta,97agupta/CourseProject,2020-12-14 19:06:18,git@github.com:97agupta/CourseProject.git,https://github.com/97agupta/CourseProject,main
JamesFCoffey,JamesFCoffey/CourseProject,2020-12-14 02:16:24,git@github.com:JamesFCoffey/CourseProject.git,https://github.com/JamesFCoffey/CourseProject,main
Parkkeo1,Parkkeo1/CourseProject,2020-12-09 00:42:44,git@github.com:Parkkeo1/CourseProject.git,https://github.com/Parkkeo1/CourseProject,main
sajidws,sajidws/CourseProject,2020-12-16 00:54:09,git@github.com:sajidws/CourseProject.git,https://github.com/sajidws/CourseProject,main
Diegoma89,Diegoma89/CS410_CourseProject_DM,2020-12-14 05:56:01,git@github.com:Diegoma89/CS410_CourseProject_DM.git,https://github.com/Diegoma89/CS410_CourseProject_DM,main
cds95,cds95/CourseProject,2020-12-13 22:48:28,git@github.com:cds95/CourseProject.git,https://github.com/cds95/CourseProject,main
rohang62,rohang62/CourseProject,2020-12-12 17:35:43,git@github.com:rohang62/CourseProject.git,https://github.com/rohang62/CourseProject,main
Jon-LaFlamme,Jon-LaFlamme/CourseProject,2020-12-13 19:01:27,git@github.com:Jon-LaFlamme/CourseProject.git,https://github.com/Jon-LaFlamme/CourseProject,main
ShyamShah11,ShyamShah11/CourseProject,2020-12-12 20:42:01,git@github.com:ShyamShah11/CourseProject.git,https://github.com/ShyamShah11/CourseProject,main
dvillevald,dvillevald/CourseProject,2020-12-12 20:56:44,git@github.com:dvillevald/CourseProject.git,https://github.com/dvillevald/CourseProject,main
difangu,difangu/CourseProject,2020-12-15 01:29:49,git@github.com:difangu/CourseProject.git,https://github.com/difangu/CourseProject,main
zachdick93,zachdick93/CourseProject,2020-12-13 21:41:57,git@github.com:zachdick93/CourseProject.git,https://github.com/zachdick93/CourseProject,main
mariahuipe,mariahuipe/CourseProject,2020-12-14 03:18:00,git@github.com:mariahuipe/CourseProject.git,https://github.com/mariahuipe/CourseProject,main
chenyuzhao98,chenyuzhao98/CourseProject,2020-12-14 03:29:44,git@github.com:chenyuzhao98/CourseProject.git,https://github.com/chenyuzhao98/CourseProject,main
myusername-2,myusername-2/CourseProject,2020-11-22 19:52:23,git@github.com:myusername-2/CourseProject.git,https://github.com/myusername-2/CourseProject,main
NikhilDIL,NikhilDIL/CourseProject,2020-12-14 05:48:08,git@github.com:NikhilDIL/CourseProject.git,https://github.com/NikhilDIL/CourseProject,main
pwasal3,pwasal3/CourseProject,2020-10-14 23:48:48,git@github.com:pwasal3/CourseProject.git,https://github.com/pwasal3/CourseProject,main
mikepigott,mikepigott/TextInformationSystemsCourseProject,2020-12-13 23:14:47,git@github.com:mikepigott/TextInformationSystemsCourseProject.git,https://github.com/mikepigott/TextInformationSystemsCourseProject,main
azk0019,azk0019/CourseProject,2020-12-15 12:50:10,git@github.com:azk0019/CourseProject.git,https://github.com/azk0019/CourseProject,main
